id,ISO,Start Year,Start Month,Start Day,End Year,End Month,End Day,Admin Units,Entry Date,Last Update
2006-0334-TUR,TUR,2006,7,1,2006,7,3,"[{""adm1_code"":3034,""adm1_name"":""Bitlis""},{""adm1_code"":3066,""adm1_name"":""Kirklareli""},{""adm1_code"":3075,""adm1_name"":""Mus""},{""adm1_code"":3080,""adm1_name"":""Rize""},{""adm1_code"":3090,""adm1_name"":""Trabzon""}]",1/6/07,9/25/23
2006-0335-ROU,ROU,2006,6,30,2006,7,3,"[{""adm1_code"":2447,""adm1_name"":""Arad""},{""adm1_code"":2451,""adm1_name"":""Bistrita-nasaud""},{""adm1_code"":2471,""adm1_name"":""Maramures""},{""adm1_code"":2480,""adm1_name"":""Suceava""}]",1/6/07,9/25/23
2006-0336-CHN,CHN,2006,6,28,2006,7,6,"[{""adm1_code"":909,""adm1_name"":""Henan Sheng""},{""adm2_code"":12986,""adm2_name"":""Bengbu""},{""adm2_code"":12989,""adm2_name"":""Huaibei""},{""adm2_code"":12993,""adm2_name"":""Chuzhou""},{""adm2_code"":12994,""adm2_name"":""Name Unknown""},{""adm2_code"":12995,""adm2_name"":""Suzhou""},{""adm2_code"":13152,""adm2_name"":""Yancheng""}]",3/9/07,9/25/23
2006-0337-CHN,CHN,2006,6,28,2006,7,8,"[{""adm2_code"":13065,""adm2_name"":""Zunyi""},{""adm2_code"":13068,""adm2_name"":""Bijie""},{""adm2_code"":13070,""adm2_name"":""Qiandongnan Miao and Dong""},{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""},{""adm2_code"":13258,""adm2_name"":""Luzhou""},{""adm2_code"":13306,""adm2_name"":""Zhaotong""}]",3/9/07,9/25/23
2006-0338-HND,HND,2006,6,25,2006,7,1,"[{""adm1_code"":1425,""adm1_name"":""Cortes""},{""adm1_code"":1428,""adm1_name"":""Intibuca""}]",1/6/07,9/25/23
2006-0339-CHN,CHN,2006,6,25,2006,6,26,"[{""adm2_code"":13070,""adm2_name"":""Qiandongnan Miao and Dong""},{""adm2_code"":13071,""adm2_name"":""Qiannan Buyei and Miao""}]",1/6/07,9/25/23
2006-0340-CHN,CHN,2006,6,25,2006,6,26,"[{""adm2_code"":13134,""adm2_name"":""Shaoyang""},{""adm2_code"":13137,""adm2_name"":""Zhangjiajie""},{""adm2_code"":13141,""adm2_name"":""Huaihua""},{""adm2_code"":13142,""adm2_name"":""Loudi""},{""adm2_code"":13143,""adm2_name"":""Xiangxi Tujia and Miao""}]",3/9/07,9/25/23
2006-0341-USA,USA,2006,6,25,2006,7,1,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",3/9/07,9/25/23
2006-0342-IND,IND,2006,6,24,2006,6,27,"[{""adm2_code"":17894,""adm2_name"":""Ballia""},{""adm2_code"":70262,""adm2_name"":""Chandauli""}]",1/6/07,9/25/23
2006-0342-NPL,NPL,2006,6,24,2006,8,3,"[{""adm2_code"":22361,""adm2_name"":""Bheri""},{""adm2_code"":22363,""adm2_name"":""Gandaki""}]",1/6/07,9/25/23
2006-0343-IDN,IDN,2006,6,23,2006,6,27,"[{""adm2_code"":18199,""adm2_name"":""Kota Gorontalo""},{""adm2_code"":73660,""adm2_name"":""Bonebolango""},{""adm2_code"":73675,""adm2_name"":""Gorontalo""},{""adm2_code"":18197,""adm2_name"":""Bolaangmongondow""}]",1/6/07,9/25/23
2006-0344-USA,USA,2006,6,22,2006,6,25,"[{""adm2_code"":30736,""adm2_name"":""Crawford""},{""adm2_code"":30741,""adm2_name"":""Erie""},{""adm2_code"":30758,""adm2_name"":""Huron""},{""adm2_code"":30767,""adm2_name"":""Lucas""},{""adm2_code"":30791,""adm2_name"":""Sandusky""}]",1/6/07,9/25/23
2006-0349-CZE,CZE,2006,6,30,2006,6,30,"[{""adm2_code"":14833,""adm2_name"":""Znojmo""}]",7/4/06,9/25/23
2006-0351-TGO,TGO,2006,6,20,2006,6,28,"[{""adm2_code"":27394,""adm2_name"":""Golfe""}]",7/4/06,9/25/23
2006-0360-RUS,RUS,2006,7,12,2006,7,14,"[{""adm1_code"":2497,""adm1_name"":""Buryatiya Rep.""}]",1/6/07,9/25/23
2006-0361-KOR,KOR,2006,7,12,2006,7,20,"[{""adm1_code"":2437,""adm1_name"":""Kang-won-do""},{""adm1_code"":2439,""adm1_name"":""Kyonggi-do""},{""adm1_code"":2443,""adm1_name"":""Seoul""}]",2/15/07,9/25/23
2006-0361-PRK,PRK,2006,7,12,2006,7,20,"[{""adm1_code"":1056,""adm1_name"":""Kangwon-do""},{""adm1_code"":1059,""adm1_name"":""Hwanghae-bukto""},{""adm1_code"":1062,""adm1_name"":""Hamgyong-namdo""},{""adm1_code"":1064,""adm1_name"":""P'yongan-namdo""}]",1/6/07,9/25/23
2006-0363-CHL,CHL,2006,7,11,2006,7,17,"[{""adm1_code"":887,""adm1_name"":""Biobio""},{""adm1_code"":892,""adm1_name"":""Maule""}]",1/6/07,9/25/23
2006-0364-CHN,CHN,2006,7,11,2006,7,13,"[{""adm2_code"":13092,""adm2_name"":""Yichun""}]",1/6/07,9/25/23
2006-0365-AFG,AFG,2006,7,9,2006,7,13,"[{""adm1_code"":287,""adm1_name"":""Khost""},{""adm1_code"":294,""adm1_name"":""Nuristan""}]",1/6/07,9/25/23
2006-0365-PAK,PAK,2006,7,9,2006,7,13,"[{""adm2_code"":40319,""adm2_name"":""North Waziristan Agency""}]",1/6/07,9/25/23
2006-0366-VNM,VNM,2006,7,9,2006,7,11,"[{""adm2_code"":32314,""adm2_name"":""Bac Me""}]",7/18/06,9/25/23
2006-0367-CHN,CHN,2006,7,7,2006,7,11,"[{""adm2_code"":13055,""adm2_name"":""Qinzhou""},{""adm2_code"":13057,""adm2_name"":""Yulin""}]",1/6/07,9/25/23
2006-0368-KHM,KHM,2006,7,6,2006,7,7,"[{""adm1_code"":799,""adm1_name"":""Koh Kong""}]",1/6/07,9/25/23
2006-0369-IND,IND,2006,7,4,2006,7,7,"[{""adm2_code"":17651,""adm2_name"":""The Dangs""},{""adm2_code"":70127,""adm2_name"":""Navsari""}]",1/6/07,9/25/23
2006-0370-IND,IND,2006,7,3,2006,7,8,"[{""adm2_code"":70213,""adm2_name"":""Gajapati""},{""adm2_code"":70224,""adm2_name"":""Rayagada""}]",1/6/07,9/25/23
2006-0371-CHN,CHN,2006,7,2,2006,7,5,"[{""adm2_code"":13294,""adm2_name"":""Altay""}]",3/9/07,9/25/23
2006-0378-JPN,JPN,2006,6,19,2006,7,20,"[{""adm2_code"":35011,""adm2_name"":""Aminotyoo""},{""adm2_code"":35024,""adm2_name"":""Kumihamatyoo""},{""adm2_code"":35047,""adm2_name"":""Oomiyatyoo""},{""adm2_code"":35053,""adm2_name"":""Tangotyoo""},{""adm2_code"":35061,""adm2_name"":""Yasakatyoo""},{""adm2_code"":35295,""adm2_name"":""Matumotosi""},{""adm2_code"":35300,""adm2_name"":""Minowamati""},{""adm2_code"":35319,""adm2_name"":""Okayasi""},{""adm2_code"":36066,""adm2_name"":""Izumosi""},{""adm2_code"":36409,""adm2_name"":""Tateyamamati""}]",1/6/07,9/25/23
2006-0389-IND,IND,2006,7,24,2006,8,22,"[{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",1/6/07,9/25/23
2006-0389-PAK,PAK,2006,7,24,2006,8,22,"[{""adm1_code"":2275,""adm1_name"":""North-West Frontier""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""}]",1/6/07,9/25/23
2006-0390-JPN,JPN,2006,7,22,2006,7,26,"[{""adm2_code"":34711,""adm2_name"":""Akunesi""},{""adm2_code"":34956,""adm2_name"":""Minamatasi""}]",1/6/07,9/25/23
2006-0391-MRT,MRT,2006,7,22,2006,7,24,"[{""adm1_code"":2006,""adm1_name"":""Brakna""},{""adm1_code"":2016,""adm1_name"":""Trarza""}]",1/10/07,9/25/23
2006-0392-CHN,CHN,2006,7,20,2006,7,21,"[{""adm2_code"":13308,""adm2_name"":""Honghe Hani and Yi""}]",1/6/07,9/25/23
2006-0393-NGA,NGA,2006,7,15,2006,7,17,"[{""adm1_code"":2219,""adm1_name"":""Edo""}]",1/6/07,9/25/23
2006-0394-CHN,CHN,2006,7,14,2006,7,17,"[{""adm2_code"":13204,""adm2_name"":""Shizuishan""}]",1/6/07,9/25/23
2006-0413-MEX,MEX,2006,7,27,2006,8,7,"[{""adm2_code"":19743,""adm2_name"":""Juarez""}]",1/6/07,9/25/23
2006-0413-USA,USA,2006,7,27,2006,8,7,"[{""adm2_code"":31269,""adm2_name"":""El Paso""}]",1/6/07,9/25/23
2006-0414-PAK,PAK,2006,8,1,2006,8,22,"[{""adm2_code"":40392,""adm2_name"":""Karachi Central District""},{""adm2_code"":40393,""adm2_name"":""Karachi East District""},{""adm2_code"":40394,""adm2_name"":""Karachi South District""},{""adm2_code"":40395,""adm2_name"":""Karachi West District""}]",3/9/07,9/25/23
2006-0416-AFG,AFG,2006,7,30,2006,8,9,"[{""adm1_code"":296,""adm1_name"":""Paktya""},{""adm2_code"":3528,""adm2_name"":""Jaghuri""},{""adm2_code"":3622,""adm2_name"":""Spera""},{""adm2_code"":3671,""adm2_name"":""Sherzad""},{""adm2_code"":3691,""adm2_name"":""Omna""},{""adm2_code"":3692,""adm2_name"":""Sarrawzah(Sarhawzah)""},{""adm2_code"":3695,""adm2_name"":""Urgun""},{""adm2_code"":3723,""adm2_name"":""Surkh-e- Parsa""}]",1/6/07,9/25/23
2006-0417-IND,IND,2006,7,28,2006,9,12,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1491,""adm1_name"":""Gujarat""},{""adm1_code"":1494,""adm1_name"":""Karnataka""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":70075,""adm1_name"":""Chhattisgarh""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""}]",3/9/07,9/25/23
2006-0417-PAK,PAK,2006,7,28,2006,9,12,"[{""adm1_code"":2277,""adm1_name"":""Sindh""}]",1/6/07,9/25/23
2006-0418-USA,USA,2006,7,27,2006,7,30,"[{""adm2_code"":30762,""adm2_name"":""Lake""}]",1/7/07,9/25/23
2006-0419-CHE,CHE,2006,7,26,2006,7,27,"[{""adm1_code"":2829,""adm1_name"":""Valais""}]",1/7/07,9/25/23
2006-0422-ETH,ETH,2006,8,5,2006,8,8,"[{""adm2_code"":149277,""adm2_name"":""Region 14""},{""adm2_code"":40809,""adm2_name"":""Dire Dawa""}]",2/13/07,9/25/23
2006-0422-SDN,SDN,2006,8,,2006,9,,"[{""adm2_code"":37100,""adm2_name"":""Singa""}]",9/1/06,9/25/23
2006-0422-SOM,SOM,2006,8,4,2006,8,9,"[{""adm2_code"":25704,""adm2_name"":""Jowhar""}]",8/11/06,9/25/23
2006-0424-AFG,AFG,2006,7,30,2006,7,30,"[{""adm2_code"":3671,""adm2_name"":""Sherzad""}]",8/7/06,9/25/23
2006-0429-VNM,VNM,2006,7,18,2006,7,18,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""}]",8/10/06,9/25/23
2006-0431-ZAF,ZAF,2006,8,2,2006,8,4,"[{""adm1_code"":2714,""adm1_name"":""Western Cape""},{""adm1_code"":77310,""adm1_name"":""Eastern Cape""}]",8/11/06,9/25/23
2006-0436-ETH,ETH,2006,8,9,2006,8,9,"[{""adm1_code"":1237,""adm1_name"":""Tigray""}]",8/25/06,9/25/23
2006-0438-ETH,ETH,2006,8,13,2006,9,11,"[{""adm2_code"":40839,""adm2_name"":""South Omo""}]",2/13/07,9/25/23
2006-0442-ETH,ETH,2006,8,13,2006,9,26,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":1229,""adm1_name"":""Amhara""},{""adm1_code"":1232,""adm1_name"":""Gambela""}]",1/7/07,9/25/23
2006-0442-SDN,SDN,2006,8,13,2006,9,26,"[{""adm2_code"":37065,""adm2_name"":""Khartoum""},{""adm2_code"":37090,""adm2_name"":""Addabah""},{""adm2_code"":37100,""adm2_name"":""Singa""},{""adm2_code"":37097,""adm2_name"":""Tokar""},{""adm2_code"":68803,""adm2_name"":""Seteet""},{""adm2_code"":37049,""adm2_name"":""Al Galabat""},{""adm2_code"":37050,""adm2_name"":""Al Rahd""},{""adm2_code"":68804,""adm2_name"":""Al Fushqa""}]",1/7/07,9/25/23
2006-0443-IND,IND,2006,8,,2006,8,,"[{""adm1_code"":1491,""adm1_name"":""Gujarat""}]",8/17/06,9/25/23
2006-0445-BFA,BFA,2006,8,3,2006,10,11,"[{""adm2_code"":154443,""adm2_name"":""Kossi""},{""adm2_code"":154479,""adm2_name"":""Oudalan""}]",3/9/07,9/25/23
2006-0445-MLI,MLI,2006,8,3,2006,10,11,"[{""adm1_code"":1927,""adm1_name"":""Gao""},{""adm1_code"":1933,""adm1_name"":""Sikasso""}]",1/7/07,9/25/23
2006-0445-MRT,MRT,2006,8,3,2006,10,11,"[{""adm1_code"":2004,""adm1_name"":""Adrar""},{""adm1_code"":2005,""adm1_name"":""Assaba""},{""adm1_code"":2006,""adm1_name"":""Brakna""},{""adm1_code"":2007,""adm1_name"":""Dakhlet-Nouadhibou""},{""adm1_code"":2008,""adm1_name"":""Gorgol""},{""adm1_code"":2009,""adm1_name"":""Guidimakha""},{""adm1_code"":2010,""adm1_name"":""Hodh Ech Chargi""},{""adm1_code"":2011,""adm1_name"":""Hodh El Gharbi""},{""adm1_code"":2012,""adm1_name"":""Inchiri""},{""adm1_code"":2013,""adm1_name"":""Nouakchott""},{""adm1_code"":2014,""adm1_name"":""Tagant""},{""adm1_code"":2015,""adm1_name"":""Tiris-Zemmour""},{""adm1_code"":2016,""adm1_name"":""Trarza""}]",1/7/07,9/25/23
2006-0445-NER,NER,2006,8,3,2006,10,11,"[{""adm1_code"":2202,""adm1_name"":""Agadez""},{""adm1_code"":2204,""adm1_name"":""Dosso""},{""adm1_code"":2207,""adm1_name"":""Tahoua""},{""adm1_code"":2208,""adm1_name"":""Tillaberi""},{""adm1_code"":2209,""adm1_name"":""Zinder""}]",2/19/07,9/25/23
2006-0445-NGA,NGA,2006,8,3,2006,10,11,"[{""adm1_code"":65710,""adm1_name"":""Zamfara""}]",1/7/07,9/25/23
2006-0446-VNM,VNM,2006,8,12,2006,8,30,"[{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3342,""adm1_name"":""Dong Nai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm1_code"":73935,""adm1_name"":""Dak Nong""}]",3/9/07,9/25/23
2006-0447-SDN,SDN,2006,8,7,2006,8,7,"[{""adm2_code"":37092,""adm2_name"":""Merawi""}]",1/7/07,9/25/23
2006-0448-PHL,PHL,2006,8,,2006,8,,"[{""adm2_code"":24264,""adm2_name"":""Misamis Occidental""},{""adm2_code"":24272,""adm2_name"":""Lanao Del Norte""},{""adm2_code"":24269,""adm2_name"":""Davao Oriental""}]",8/17/06,9/25/23
2006-0451-KHM,KHM,2006,8,10,2006,11,1,"[{""adm1_code"":795,""adm1_name"":""Kampong Speu""},{""adm1_code"":797,""adm1_name"":""Kampot""},{""adm1_code"":803,""adm1_name"":""Mondul Kiri""},{""adm1_code"":806,""adm1_name"":""Phnom Penh""},{""adm1_code"":810,""adm1_name"":""Ratanak Kiri""},{""adm2_code"":12356,""adm2_name"":""Kampong Seila""}]",1/7/07,9/25/23
2006-0451-VNM,VNM,2006,8,10,2006,11,1,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""}]",1/7/07,9/25/23
2006-0460-MKD,MKD,2006,8,,2006,8,,"[{""adm2_code"":27269,""adm2_name"":""Aracinovo""}]",8/25/06,9/25/23
2006-0461-USA,USA,2006,8,19,2006,8,24,"[{""adm1_code"":3215,""adm1_name"":""Alaska""}]",1/7/07,9/25/23
2006-0462-UGA,UGA,2006,8,12,2006,8,21,"[{""adm2_code"":42205,""adm2_name"":""Tingey""},{""adm2_code"":28477,""adm2_name"":""Budadiri""}]",9/13/07,9/25/23
2006-0469-IND,IND,2006,8,18,2006,9,2,"[{""adm2_code"":17837,""adm2_name"":""Barmer""},{""adm2_code"":17848,""adm2_name"":""Jaisalmer""},{""adm2_code"":17853,""adm2_name"":""Kota""},{""adm2_code"":17860,""adm2_name"":""Udaipur""}]",3/9/07,9/25/23
2006-0480-BDI,BDI,2006,8,26,2006,8,,"[{""adm2_code"":40646,""adm2_name"":""Kayogoro""},{""adm2_code"":40647,""adm2_name"":""Kibago""}]",11/13/12,9/25/23
2006-0481-CHN,CHN,2006,8,30,2006,8,31,"[{""adm2_code"":13027,""adm2_name"":""Gannan Tibetan""}]",1/8/07,9/25/23
2006-0489-ETH,ETH,2006,8,23,2006,8,23,"[{""adm1_code"":1232,""adm1_name"":""Gambela""}]",9/5/06,9/25/23
2006-0502-BGD,BGD,2006,8,24,2006,9,20,"[{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5799,""adm2_name"":""Khulna""},{""adm2_code"":5804,""adm2_name"":""Satkhira""}]",1/7/07,9/25/23
2006-0507-BFA,BFA,2006,9,12,2006,9,12,"[{""adm2_code"":154442,""adm2_name"":""Banwa""},{""adm2_code"":154472,""adm2_name"":""Loroum""},{""adm2_code"":154479,""adm2_name"":""Oudalan""},{""adm2_code"":154481,""adm2_name"":""Soum""}]",9/18/06,9/25/23
2006-0530-THA,THA,2006,8,20,2006,12,13,"[{""adm1_code"":2852,""adm1_name"":""Ang Thong""},{""adm1_code"":2855,""adm1_name"":""Chachoengsao""},{""adm1_code"":2856,""adm1_name"":""Chainat""},{""adm1_code"":2857,""adm1_name"":""Chaiyaphum""},{""adm1_code"":2858,""adm1_name"":""Chanthaburi""},{""adm1_code"":2859,""adm1_name"":""Chiang Mai""},{""adm1_code"":2860,""adm1_name"":""Chiang Rai""},{""adm1_code"":2861,""adm1_name"":""Chonburi""},{""adm1_code"":2864,""adm1_name"":""Kampaeng Phet""},{""adm1_code"":2866,""adm1_name"":""Khon Kaen""},{""adm1_code"":2868,""adm1_name"":""Lampang""},{""adm1_code"":2869,""adm1_name"":""Lamphun""},{""adm1_code"":2871,""adm1_name"":""Lopburi""},{""adm1_code"":2872,""adm1_name"":""Mae Hong Son""},{""adm1_code"":2875,""adm1_name"":""Nakhon Nayok""},{""adm1_code"":2879,""adm1_name"":""Nakhon Sawan""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2885,""adm1_name"":""Nonthaburi""},{""adm1_code"":2886,""adm1_name"":""Pathum Thani""},{""adm1_code"":2888,""adm1_name"":""Phachinburi""},{""adm1_code"":2889,""adm1_name"":""Phangnga""},{""adm1_code"":2891,""adm1_name"":""Phayao""},{""adm1_code"":2892,""adm1_name"":""Phetchabun""},{""adm1_code"":2894,""adm1_name"":""Phichit""},{""adm1_code"":2895,""adm1_name"":""Phitsanulok""},{""adm1_code"":2896,""adm1_name"":""Phra Nakhon Si Ayudhya""},{""adm1_code"":2897,""adm1_name"":""Phrae""},{""adm1_code"":2909,""adm1_name"":""Saraburi""},{""adm1_code"":2912,""adm1_name"":""Singburi""},{""adm1_code"":2914,""adm1_name"":""Sukhothai""},{""adm1_code"":2916,""adm1_name"":""Surat Thani""},{""adm1_code"":2918,""adm1_name"":""Tak""},{""adm1_code"":2923,""adm1_name"":""Uthai Thani""},{""adm1_code"":2924,""adm1_name"":""Uttaradit""}]",1/7/07,9/25/23
2006-0531-GIN,GIN,2006,8,31,2006,9,1,"[{""adm2_code"":40730,""adm2_name"":""Kindia""}]",10/5/06,9/25/23
2006-0541-GRC,GRC,2006,10,8,2006,10,12,"[{""adm2_code"":16697,""adm2_name"":""Chalkidikis""},{""adm2_code"":16703,""adm2_name"":""Thessalonikis""},{""adm2_code"":16722,""adm2_name"":""Magnisias""}]",1/7/07,9/25/23
2006-0544-MMR,MMR,2006,9,15,2006,10,19,"[{""adm1_code"":2131,""adm1_name"":""Mandalay""}]",1/7/07,9/25/23
2006-0546-USA,USA,2006,9,22,2006,9,26,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm2_code"":28800,""adm2_name"":""Clay""},{""adm2_code"":28814,""adm2_name"":""Fulton""},{""adm2_code"":28827,""adm2_name"":""Lawrence""},{""adm2_code"":28850,""adm2_name"":""Randolph""},{""adm2_code"":28856,""adm2_name"":""Sharp""},{""adm2_code"":29688,""adm2_name"":""Calloway""},{""adm2_code"":29707,""adm2_name"":""Franklin""},{""adm2_code"":29727,""adm2_name"":""Jessamine""},{""adm2_code"":29754,""adm2_name"":""Mercer""},{""adm2_code"":29757,""adm2_name"":""Montgomery""},{""adm2_code"":31170,""adm2_name"":""Obion""}]",3/15/07,9/25/23
2006-0548-IND,IND,2006,8,31,2006,9,11,"[{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""}]",1/7/07,9/25/23
2006-0548-PAK,PAK,2006,8,31,2006,9,11,"[{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""}]",1/7/07,9/25/23
2006-0549-IND,IND,2006,8,29,2006,9,4,"[{""adm2_code"":17893,""adm2_name"":""Bahraich""},{""adm2_code"":17896,""adm2_name"":""Bara Banki""},{""adm2_code"":17913,""adm2_name"":""Gonda""},{""adm2_code"":17921,""adm2_name"":""Lakhimpur Kheri""},{""adm2_code"":70261,""adm2_name"":""Balrampur""},{""adm2_code"":70277,""adm2_name"":""Shravasti""}]",1/7/07,9/25/23
2006-0550-SOM,SOM,2006,8,24,2006,10,10,"[{""adm2_code"":25672,""adm2_name"":""Banadir""},{""adm2_code"":25704,""adm2_name"":""Jowhar""}]",1/7/07,9/25/23
2006-0556-NGA,NGA,2006,10,1,2006,10,1,"[{""adm2_code"":23085,""adm2_name"":""Gusau""}]",10/17/06,9/25/23
2006-0563-PHL,PHL,2006,10,4,2006,10,8,"[{""adm2_code"":67164,""adm2_name"":""Zamboanga Del Sur""}]",10/22/06,9/25/23
2006-0566-USA,USA,2006,10,9,2006,10,14,"[{""adm2_code"":154734,""adm2_name"":""Valdez-Cordova""}]",1/7/07,9/25/23
2006-0567-CHN,CHN,2006,10,6,2006,10,12,"[{""adm2_code"":13308,""adm2_name"":""Honghe Hani and Yi""}]",3/9/07,9/25/23
2006-0568-GRC,GRC,2006,10,21,2006,10,22,"[{""adm2_code"":16713,""adm2_name"":""Lakonias""},{""adm2_code"":16714,""adm2_name"":""Messinias""}]",11/26/06,9/25/23
2006-0575-MAR,MAR,2006,10,25,2006,10,27,"[{""adm2_code"":21832,""adm2_name"":""Safi""},{""adm2_code"":21830,""adm2_name"":""Essaouira""}]",10/30/06,9/25/23
2006-0578-ETH,ETH,2006,10,27,2006,12,18,"[{""adm2_code"":40844,""adm2_name"":""Shabelle""},{""adm2_code"":47708,""adm2_name"":""Korahe""}]",1/7/07,9/25/23
2006-0584-SYR,SYR,2006,10,29,2006,10,29,"[{""adm1_code"":2841,""adm1_name"":""Hassakeh""}]",10/30/06,9/25/23
2006-0585-MAR,MAR,2006,10,28,2006,10,29,"[{""adm2_code"":21792,""adm2_name"":""Errachidia""},{""adm2_code"":147359,""adm2_name"":""Ouarzazate""}]",10/30/06,9/25/23
2006-0587-KEN,KEN,2006,10,15,2006,10,26,"[{""adm2_code"":51341,""adm2_name"":""Kwale""},{""adm2_code"":51344,""adm2_name"":""Mombasa""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51361,""adm2_name"":""Garissa""},{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51364,""adm2_name"":""Wajir""},{""adm2_code"":51392,""adm2_name"":""Turkana""}]",1/7/07,9/25/23
2006-0596-AFG,AFG,2006,11,16,2006,11,20,"[{""adm2_code"":3459,""adm2_name"":""Ghormach""},{""adm2_code"":3462,""adm2_name"":""Balamurghab""}]",1/7/07,9/25/23
2006-0597-COG,COG,2006,11,4,2006,11,18,"[{""adm2_code"":190486,""adm2_name"":""Brazzaville""}]",1/7/07,9/25/23
2006-0598-USA,USA,2006,11,5,2006,11,10,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",1/7/07,9/25/23
2006-0599-IRQ,IRQ,2006,11,5,2006,11,7,"[{""adm2_code"":123559,""adm2_name"":""Soran""}]",1/7/07,9/25/23
2006-0601-IND,IND,2006,10,26,2006,11,4,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""}]",3/15/07,9/25/23
2006-0602-LKA,LKA,2006,10,26,2006,11,20,"[{""adm1_code"":2739,""adm1_name"":""North Western""},{""adm1_code"":2741,""adm1_name"":""Sabaragamuwa""},{""adm1_code"":2744,""adm1_name"":""Western""},{""adm2_code"":25846,""adm2_name"":""Galle""},{""adm2_code"":25848,""adm2_name"":""Matara""},{""adm2_code"":25849,""adm2_name"":""Badulla""}]",1/7/07,9/25/23
2006-0605-PHL,PHL,2006,10,21,2006,10,27,"[{""adm2_code"":24267,""adm2_name"":""Davao del Norte""}]",1/7/07,9/25/23
