adm1_code,event_count,mean_flooded_population,mean_flooded_area,mean_flooded_area_norm
815.0,1,,,
816.0,3,11.514161698333332,0.6190241666666667,0.0009001523333333332
817.0,1,,,
818.0,7,18940.2096975,236.0892267,0.696268547
819.0,3,,,
820.0,2,,,
821.0,7,3365.2842453999997,22.598697794,0.13043740799999998
824.0,2,114.9902567,0.804648478,0.003265459
825.0,8,,,
826.0,7,,,
827.0,6,,,
828.0,5,,,
829.0,3,,,
830.0,3,,,
831.0,4,21.04134061,0.752667512,0.001357871
833.0,12,,,
835.0,8,1235.998398,2234.605202,0.148148044
836.0,3,,,
848.0,1,,,
849.0,2,144.55183425500002,3.6507350830000003,0.478794147
850.0,2,33.320058265,0.9519017225,0.27210381299999997
851.0,2,168.044156165,0.534870073,0.229435116
852.0,3,,,
854.0,2,,,
856.0,2,,,
857.0,1,,,
858.0,4,,,
859.0,3,0.990256201,0.061951154,0.000210238
860.0,1,94.49050788,2.043463989,0.003407169
862.0,1,,,
863.0,1,,,
864.0,6,,,
865.0,5,,,
866.0,5,,,
868.0,1,,,
873.0,7,274.224213922,52.4841139115,0.08598660949999999
875.0,5,25225.44979,1182.5703484,7.182116429500001
876.0,10,1786.0018380000001,14.378466645,0.1632579285
881.0,20,1812.57029086,212.2497998195,0.31229678850000003
883.0,5,,,
884.0,15,955.752284,25.25064299,0.079745575
885.0,5,,,
886.0,4,,,
887.0,17,679.2942316,16.36378173,0.04415464
888.0,10,,,
889.0,14,93.50350191,1.228562655,0.007546938
891.0,3,,,
892.0,17,182.0614389,6.504011577,0.021470273
893.0,14,648.6221376,4.745385951,0.030667587
898.0,41,551964.634415,1013.1455068,0.723211658
899.0,7,6750.057081,36.06733348,0.219462519
900.0,64,74566.6262268,67.2941222865,0.0820316085
901.0,47,,,
902.0,36,,,
903.0,64,58072.87089099999,48.73893091699999,0.0274880536
904.0,58,1196.456069,10.03779357,0.004239846
905.0,90,2725.9056198333333,17.420498773000002,0.009960721666666667
906.0,8,,,
907.0,10,,,
908.0,18,,,
909.0,40,115231.11259666667,238.0353249666667,0.14317608866666665
911.0,81,649354.9472333334,1179.7008093,0.634218964
912.0,80,241207.36847000002,831.2310119333333,0.3940884116666667
913.0,35,542173.42195,1385.80202835,1.4103889185
914.0,71,240173.98482,867.7452931333333,0.5165983236666667
915.0,20,174750.9473775,1094.231480775,0.57083355375
916.0,8,,,
917.0,18,18232.63364,622.1049242,0.054060369
918.0,4,,,
919.0,8,,,
920.0,49,8227.537701833333,20.284430354666664,0.009873510166666667
921.0,25,327045.6311,2242.1152094999998,1.447128446
922.0,5,,,
923.0,14,,,
924.0,98,25411.7099915,80.45670679666667,0.016630446333333333
925.0,5,,,
926.0,2,,,
927.0,11,16760.96514,904.4653366,0.05632985
928.0,2,,,
929.0,63,10709.985207,58.89080772,0.0153606335
930.0,36,,,
934.0,21,232.0149977825,56.8784974525,0.0528898755
935.0,87,2190.0791997320625,52.631556032625,0.08334070075
936.0,34,321.90397932350004,82.6220584293,0.3260827824
937.0,55,35273.60218,209.3204765,4.743960839600001
938.0,64,57574.535771333336,649.0023589933334,2.4931322727333334
939.0,59,784.4961387266667,14.959392662733334,0.06399485346666665
940.0,16,,,
941.0,63,9.904749469375,0.139023969375,0.001840299
942.0,46,38.1731662008,24.063382035500002,0.026695068
943.0,44,650.2317967534999,262.06763442470003,0.5873038872
944.0,63,237.83491832600004,6.3684277838,0.0218281241
945.0,43,7473.365350233333,235.10675356666667,1.025039939
946.0,76,82.38716801066667,21.632486048666667,0.047847657599999996
947.0,58,6990.5305970625,153.77757626875,0.6171368794375
948.0,72,1500.250465362,10.530391660800001,0.04307151226666666
949.0,4,164.99142384725,125.03882663075,0.17943649475
950.0,53,1114.932006356,37.71674765873333,0.1787516066
951.0,27,10.909546087444445,2.956599545777778,0.005318378777777777
952.0,57,959.7275005444444,34.97194822555556,0.17226633044444445
953.0,62,11442.4444606,235.46728808999998,1.0711732548666668
954.0,48,103.73354440819999,28.8951096505,0.0338644901
955.0,60,262.08004719545454,6.057872141181818,0.018982629181818183
956.0,53,6.57600721075,0.27701612375,0.0012145985
957.0,49,6.206269458777778,2.090197642222222,0.008779081111111111
958.0,48,,,
959.0,57,12.812033645666666,0.16496381933333334,0.004084797666666667
960.0,28,192.455721965,0.19652219324999998,0.29703851049999996
961.0,57,6679.903965333334,203.18077928444444,0.6709176078888889
962.0,58,11513.019773777778,411.1387829444445,3.8056795055555557
963.0,69,46.24991675515385,0.9674169563076922,0.004132647846153846
964.0,62,950.95180837,10.253258500933333,0.04655049013333333
966.0,6,95.265619965,133.24756084166665,0.13224951933333332
967.0,2,,,
968.0,2,,,
969.0,2,,,
971.0,11,1981.501280176,188.141409292,0.4261072486
975.0,9,3089.593354,172.959110044,0.2765648098
976.0,2,0.744904999,0.123931359,0.000482072
977.0,11,358.36489964000003,138.78132976,0.34861282180000003
979.0,10,60.448037776,31.510370752,0.05484324
981.0,10,,,
982.0,15,,,
983.0,10,92.2932294,1.831717756,0.018045792
984.0,11,,,
985.0,13,3.987051053,0.488176222,0.005316089
986.0,11,11.71096554,0.551880842,0.004867305
987.0,9,,,
989.0,2,,,
992.0,4,,,
995.0,2,,,
996.0,2,1183.176574,12.99275067,1.772205881
997.0,3,,,
999.0,1,,,
1001.0,4,,,
1002.0,1,,,
1005.0,1,,,
1006.0,4,,,
1007.0,2,11.40440422,0.5587838549999999,0.015288262
1008.0,1,,,
1009.0,2,,,
1010.0,1,,,
1011.0,1,,,
1012.0,3,,,
1013.0,4,,,
1014.0,3,952.7481804,21.11513897,0.330341776
1015.0,2,,,
1018.0,2,,,
1019.0,1,62.84010171,23.17632204,0.199463247
1020.0,1,467.2298511,3.275448164,0.02942133
1021.0,2,,,
1022.0,3,,,
1023.0,1,,,
1027.0,1,,,
1028.0,1,,,
1030.0,4,,,
1031.0,5,,,
1032.0,7,,,
1033.0,6,,,
1034.0,4,,,
1035.0,7,,,
1036.0,2,,,
1037.0,3,,,
1051.0,1,,,
1053.0,1,,,
1054.0,5,,,
1055.0,3,,,
1056.0,9,,,
1057.0,7,1601.485606,17.020105825,0.38602485799999997
1058.0,4,,,
1059.0,12,,,
1060.0,6,,,
1061.0,1,,,
1062.0,11,,,
1063.0,12,,,
1064.0,9,,,
1065.0,4,,,
1066.0,2,20790.14842,595.378762,0.199807679
1067.0,6,290.38382691500004,6.9874130435,0.0130435295
1068.0,6,54610.86055,1628.9908605,0.4091188605
1069.0,2,2221.099541,48.46549272,0.031562969
1070.0,1,,,
1071.0,4,11675.46848,178.5831797,0.036690536
1072.0,8,131185.4081,39.37739915,0.36283921
1073.0,3,161.5887637,18.03802382,0.014136539
1074.0,4,197.3130092685,1.6758846550000002,0.0028506960000000002
1075.0,5,4155.611531666666,106.08991547333335,0.020997155666666666
1076.0,12,712.823874325,2.3407098352499998,0.003642688
1080.0,10,,,
1082.0,2,4354.0768795,5.3394023935,0.0559284895
1086.0,2,202.076296518,2.0177894745,0.12014652099999999
1089.0,7,,,
1093.0,1,,,
1094.0,1,,,
1095.0,3,,,
1097.0,1,,,
1108.0,8,64.59672739,0.882542721,0.032862245
1109.0,9,801.7623064,9.421963388,0.708736757
1110.0,9,352.9578818,8.843032389,0.537361922
1111.0,11,36.099655125,0.292427945,0.029495069999999998
1112.0,7,5695.593639,0.765638553,0.058991393
1113.0,14,,,
1114.0,8,3.105270132,0.117397086,0.006586446
1115.0,14,12.248340018,0.087706421,0.0105935535
1116.0,8,2217.462016,22.1459687,1.137391788
1117.0,6,16.494385902,0.4126968915,0.013759277
1118.0,8,,,
1119.0,6,36.98555114,0.058999009,0.00902863
1120.0,11,35.91194982,0.117217543,0.005154637
1121.0,12,133.49012355,0.526871401,0.043251354500000005
1122.0,10,228.6109018,4.265056729,0.226612606
1123.0,7,9.484803397,0.7687208,0.038694829
1124.0,6,376.3845911,0.47173723,0.060315227
1125.0,15,71.58700609333333,0.3114613233333333,0.01705198466666667
1126.0,6,,,
1127.0,7,21.35551355,0.293111188,0.034329019
1128.0,8,1064.881947,0.2062682185,0.0166365035
1129.0,7,33.58099335,0.470223125,0.013983436
1130.0,9,159.766399025,0.47118914850000004,0.037658403
1131.0,11,130.1541077,1.262216787,0.1059427415
1132.0,14,57.061083235,1.1421112965,0.040670295499999995
1133.0,8,23.61197038,0.409903512,0.03650481
1134.0,7,,,
1135.0,12,,,
1136.0,13,,,
1137.0,11,,,
1138.0,9,0.882457772,0.062081631,0.001778316
1139.0,19,48.17041765733333,2.9365310416666666,0.045209410000000005
1140.0,22,14.56739169,0.31039731,0.005084025
1141.0,39,14782.805494100001,41.1070734243,0.7128192389
1142.0,32,137.10879445428571,6.1102196481428575,0.03797352114285714
1145.0,17,267.329210155,1.33484740825,0.029163409
1146.0,8,3.991143519,0.247652751,0.002251746
1147.0,35,27600.02998,117.60455028,1.6325186649999999
1148.0,31,447.491530262,9.2087592855,0.04854043266666667
1149.0,6,5.238080705,2.8949052149999996,0.011978687666666666
1150.0,7,10.420381684,2.6695477745000002,0.021333728
1151.0,5,528.8847935375,23.90189150575,0.11003763725
1152.0,8,4.6548492055,4.3730642605,0.0148150005
1155.0,5,12.024780269666666,0.9311241723333333,0.027531766000000003
1156.0,3,,,
1157.0,4,,,
1184.0,7,110.33931864499999,0.6634912719999999,0.056172092
1185.0,4,,,
1186.0,4,,,
1187.0,4,,,
1188.0,7,459.72002725000004,1.2360415455,0.075327356
1189.0,6,225.26260704999999,0.996825339,0.081831459
1190.0,5,,,
1191.0,4,,,
1192.0,6,,,
1193.0,11,12.86330658,0.1204621555,0.0133162305
1194.0,7,281.99436045,3.4098954645,0.284366448
1195.0,3,,,
1196.0,8,97.86543291000001,0.3016954445,0.024426357
1197.0,9,620.6080632000001,4.9238765755,0.2328119995
1209.0,3,,,
1227.0,6,,,
1228.0,23,37821.65995625,2839.379601125,2.98387644275
1229.0,19,23214.05279888889,149.09493772888888,0.09595684
1231.0,7,431.2861736,0.979126837,0.092936294
1232.0,14,153.177073524,14.3796819022,0.0468273218
1234.0,6,,,
1235.0,2,389.63691489999997,0.9000889809999999,0.18360040249999998
1236.0,19,44089.057552,523.20198194,0.48201209259999994
1237.0,11,902.86623495,7.3818784875,0.014240351500000002
1241.0,2,77.9878853,0.868723078,0.02392415
1244.0,1,,,
1249.0,6,,,
1250.0,2,68.3589505,0.478192179,0.001828846
1251.0,5,,,
1252.0,3,6.766889283,0.211208139,0.000665595
1253.0,3,,,
1254.0,3,2.076670709,0.127491703,0.000322568
1255.0,7,163.1730878,6.972932976,0.027111393
1256.0,1,,,
1257.0,2,,,
1258.0,4,,,
1259.0,6,,,
1260.0,14,2447.81571,15.1870253,0.054833071
1261.0,8,1656.5771905,7.137542334000001,0.6641540735
1262.0,4,2.669630768,0.21826437,0.001281239
1263.0,3,212.1327129,4.433150845,0.018742692
1264.0,4,,,
1265.0,4,4794.2034099,12.210879631666666,0.09827184966666667
1266.0,1,,,
1267.0,6,,,
1268.0,2,,,
1269.0,17,2656.0122975000004,40.235306025,0.12660726449999998
1270.0,3,1094.374771,5.020524153,0.011164849
1271.0,1,,,
1272.0,1,,,
1273.0,1,,,
1275.0,2,463.103761316,1.0864990395,0.005662811
1278.0,1,,,
1279.0,1,0.090720147,0.062002412,0.000276835
1282.0,1,14.19500843,1.303042196,0.00555785
1285.0,9,103.12356839060001,1.7137489362,0.0578961388
1287.0,7,540.61857321,16.5782480344,1.0158884266
1288.0,11,1349.4869833,16.069566476,0.618319489
1289.0,7,90.13877210333334,0.7851600510000001,0.040246969
1290.0,11,578.13321812,7.698479477000001,0.39589110400000005
1292.0,3,,,
1293.0,1,,,
1294.0,1,,,
1297.0,4,,,
1298.0,7,19.29454022,0.368613828,0.017947067
1299.0,6,,,
1300.0,5,18.4263565,2.003739488,0.017540055
1302.0,3,,,
1303.0,5,,,
1304.0,7,112.5382117,0.184081531,0.002448436
1305.0,1,,,
1306.0,1,,,
1307.0,2,,,
1308.0,6,311.1265859,0.242927366,0.000678275
1309.0,11,410.5713389,4.655550056,0.00657886
1311.0,5,,,
1314.0,1,,,
1316.0,2,,,
1317.0,1,,,
1318.0,2,,,
1319.0,1,,,
1320.0,7,,,
1321.0,6,,,
1323.0,5,,,
1324.0,5,,,
1325.0,2,7559.1268115,332.57383089999996,0.8323575584999999
1326.0,8,,,
1327.0,10,26260.91501,420.7097764,2.2182153285
1328.0,19,,,
1329.0,13,19775.796914225,650.9025208025,0.932849939
1330.0,9,682.9790328500001,8.299729885000001,0.096313054
1331.0,5,183.40582194,2.1977449075,0.0116962535
1332.0,8,82111.67937,434.332146,2.08141145
1333.0,13,715.11292525,0.989571377,0.004087272
1336.0,6,,,
1337.0,8,196.43558016566666,1.1598035013333332,0.030043645999999997
1338.0,6,,,
1339.0,2,,,
1340.0,4,157.5654422,1.058475585,0.045789939
1341.0,5,,,
1342.0,4,96.94370605,4.116014893,0.020905835
1343.0,1,,,
1344.0,2,,,
1345.0,6,87.053546775,1.5078205545,0.009682617
1346.0,6,0.556908642,0.19303961,0.001237838
1347.0,7,,,
1348.0,2,,,
1360.0,4,,,
1361.0,2,,,
1362.0,2,,,
1363.0,4,211.3850579,0.900252915,0.059022896
1364.0,3,1242.9682838,17.55523007,0.367769887
1365.0,2,14826.804039999999,65.17006576,3.3155427945
1366.0,4,71.53092205,0.310422342,0.030315628
1367.0,7,2526.7658140000003,5.556715067,0.1964735635
1368.0,2,2457.026675,5.8050123905,0.1244424475
1369.0,2,6429.924836,27.90064122,2.546077405
1370.0,6,31.25483981,0.124069936,0.009333898
1371.0,3,1900.5975093000002,11.950567700999999,0.29407702550000003
1372.0,3,,,
1373.0,12,3315.10579386,17.621838068,0.3655250552
1374.0,1,,,
1375.0,4,,,
1376.0,2,,,
1377.0,6,252.8846389,9.274343703,0.021805192
1378.0,6,23.19526899,0.241134215,0.002134728
1385.0,3,262.868912979,6.677044562000001,0.114959985
1389.0,2,9.900150449,1.45853931,0.016087801
1390.0,1,381.1091344,10.62662456,0.202316835
1392.0,2,3332.784653,0.729209549,0.766911267
1398.0,2,,,
1399.0,5,,,
1400.0,5,,,
1401.0,5,,,
1402.0,7,,,
1403.0,9,,,
1404.0,3,,,
1405.0,1,,,
1406.0,4,,,
1407.0,4,,,
1409.0,9,,,
1410.0,6,,,
1412.0,12,,,
1413.0,6,,,
1414.0,17,352.65123865,0.2918284115,0.013940542
1415.0,18,8801.550495,19.53564641,0.39189375000000004
1416.0,16,1187.0928843,3.87942424525,0.14617969775
1417.0,6,,,
1420.0,12,483.1741296,1.552777528,0.040121107
1421.0,13,28279.46518,211.053823,4.774313604
1422.0,14,75.58983668,1.313521488,0.014667624
1423.0,8,58.7644851,1.559634869,0.031660765
1424.0,9,,,
1425.0,16,2741.874812,5.625361733,0.142580643
1426.0,16,,,
1427.0,7,346.158418,31.33547999,0.190514102
1428.0,10,,,
1429.0,5,323.491258,1.072410701,0.485403752
1430.0,8,,,
1431.0,7,,,
1432.0,1,24.70689623,0.651663206,16.59574782
1433.0,7,,,
1434.0,10,,,
1435.0,11,,,
1436.0,10,29.45196108,0.660065628,0.012970198
1437.0,10,779.5937804,9.301082438,0.582309458
1438.0,15,112.0563558,1.438502615,0.018470882
1440.0,1,,,
1441.0,1,,,
1443.0,7,,,
1444.0,5,,,
1445.0,1,,,
1446.0,1,,,
1447.0,4,,,
1450.0,6,,,
1451.0,3,,,
1452.0,1,,,
1453.0,4,,,
1455.0,4,,,
1457.0,1,,,
1458.0,1,,,
1459.0,1,,,
1485.0,36,6276.710722,32.67798334,0.011896153
1487.0,95,2341051.9675833336,4477.483954008333,5.753735142083333
1489.0,9,19581.232182,0.6355685923333333,0.04230908766666666
1490.0,9,,,
1491.0,61,299928.8779488696,2116.607087595652,1.2491694829565219
1492.0,13,,,
1493.0,44,31486.095543969153,138.26509377323077,0.2532355723846154
1494.0,41,63291.15686024,273.8729843684,0.1431097775
1495.0,32,130029.58612016666,94.29462380116667,0.2491368975
1498.0,57,217099.24566634666,653.7231546679334,0.21288268486666664
1500.0,13,102254.4566,130.8984353,0.586256672
1501.0,23,5549.291341566666,9.922224376222223,0.04395064033333333
1503.0,10,376.0481707183333,2.7104404396666664,0.016448028166666667
1504.0,45,382288.2003166667,914.3535691833334,0.5875035086666667
1505.0,21,272944.682475,498.9898135025,0.9979496335
1506.0,27,46216.97064666666,227.37190432,0.06647678033333333
1507.0,3,0.194909158,0.054851332,0.00076639
1508.0,27,90387.30189,52.37605543,0.040205963
1509.0,21,3133.1645532300004,9.625036811333333,0.09122655266666667
1511.0,51,1512071.977588889,1244.4928447888888,1.453499163
